"","x"
"630","Granulocyte/monocyte progenitors"
"631","Common myeloid progenitors"
"632","Common myeloid progenitors"
"633","Common myeloid progenitors"
"634","Hematopoietic stem cells_CD133+ CD34dim"
"635","Common myeloid progenitors"
"636","Megakaryocyte/erythroid progenitors"
"637","Hematopoietic stem cells_CD133+ CD34dim"
"638","Erythroid_CD34- CD71+ GlyA+"
"639","Common myeloid progenitors"
"640","Common myeloid progenitors"
"641","Plasmacytoid Dendritic Cells"
"642","Colony Forming Unit-Monocytes"
"643","Erythroid_CD34+ CD71+ GlyA-"
"644","Hematopoietic stem cells_CD133+ CD34dim"
"645","Early B cells"
"646","Erythroid_CD34- CD71+ GlyA-"
"647","Common myeloid progenitors"
"648","Colony Forming Unit-Monocytes"
"649","Erythroid_CD34+ CD71+ GlyA-"
"650","Common myeloid progenitors"
"651","Erythroid_CD34- CD71lo GlyA+"
"652","Hematopoietic stem cells_CD133+ CD34dim"
"653","Common myeloid progenitors"
"654","Hematopoietic stem cells_CD133+ CD34dim"
"655","Common myeloid progenitors"
"656","Hematopoietic stem cells_CD133+ CD34dim"
"657","Hematopoietic stem cells_CD133+ CD34dim"
"658","Common myeloid progenitors"
"659","Erythroid_CD34+ CD71+ GlyA-"
"660","Early B cells"
"661","Early B cells"
"662","Erythroid_CD34- CD71lo GlyA+"
"663","Common myeloid progenitors"
"664","Hematopoietic stem cells_CD133+ CD34dim"
"665","Hematopoietic stem cells_CD133+ CD34dim"
"666","Common myeloid progenitors"
"667","Colony Forming Unit-Monocytes"
"668","Hematopoietic stem cells_CD133+ CD34dim"
"669","Hematopoietic stem cells_CD133+ CD34dim"
"670","Erythroid_CD34+ CD71+ GlyA-"
"671","Early B cells"
"672","Hematopoietic stem cells_CD133+ CD34dim"
"673","Hematopoietic stem cells_CD133+ CD34dim"
"674","Hematopoietic stem cells_CD133+ CD34dim"
"675","Erythroid_CD34+ CD71+ GlyA-"
"676","Erythroid_CD34- CD71+ GlyA+"
"677","Common myeloid progenitors"
"678","Colony Forming Unit-Monocytes"
"679","Hematopoietic stem cells_CD133+ CD34dim"
"680","Hematopoietic stem cells_CD133+ CD34dim"
"681","Common myeloid progenitors"
"682","Hematopoietic stem cells_CD133+ CD34dim"
"683","Hematopoietic stem cells_CD133+ CD34dim"
"684","Hematopoietic stem cells_CD133+ CD34dim"
"685","Hematopoietic stem cells_CD133+ CD34dim"
"686","Hematopoietic stem cells_CD133+ CD34dim"
"687","Early B cells"
"688","Erythroid_CD34+ CD71+ GlyA-"
"689","Hematopoietic stem cells_CD133+ CD34dim"
"690","Erythroid_CD34+ CD71+ GlyA-"
"691","Erythroid_CD34+ CD71+ GlyA-"
"692","Myeloid Dendritic Cells"
"693","Common myeloid progenitors"
"694","Early B cells"
"695","Erythroid_CD34+ CD71+ GlyA-"
"696","Common myeloid progenitors"
"697","Common myeloid progenitors"
"698","Hematopoietic stem cells_CD133+ CD34dim"
"699","Hematopoietic stem cells_CD133+ CD34dim"
"700","Hematopoietic stem cells_CD133+ CD34dim"
"701","Hematopoietic stem cells_CD133+ CD34dim"
"702","Hematopoietic stem cells_CD133+ CD34dim"
"703","Common myeloid progenitors"
"704","Early B cells"
"705","Hematopoietic stem cells_CD133+ CD34dim"
"706","Erythroid_CD34+ CD71+ GlyA-"
"707","Common myeloid progenitors"
"708","Erythroid_CD34+ CD71+ GlyA-"
"709","Megakaryocyte/erythroid progenitors"
"710","Hematopoietic stem cells_CD133+ CD34dim"
"711","Megakaryocyte/erythroid progenitors"
"712","Hematopoietic stem cells_CD133+ CD34dim"
"713","Hematopoietic stem cells_CD133+ CD34dim"
"714","Hematopoietic stem cells_CD133+ CD34dim"
"715","Hematopoietic stem cells_CD133+ CD34dim"
"716","Erythroid_CD34+ CD71+ GlyA-"
"717","Hematopoietic stem cells_CD133+ CD34dim"
"718","Early B cells"
"719","Hematopoietic stem cells_CD133+ CD34dim"
"720","Erythroid_CD34+ CD71+ GlyA-"
"721","Common myeloid progenitors"
"722","Myeloid Dendritic Cells"
"723","Hematopoietic stem cells_CD133+ CD34dim"
"724","Early B cells"
"725","Hematopoietic stem cells_CD133+ CD34dim"
"726","Early B cells"
"727","Plasmacytoid Dendritic Cells"
"728","Plasmacytoid Dendritic Cells"
"729","Hematopoietic stem cells_CD133+ CD34dim"
"730","Hematopoietic stem cells_CD133+ CD34dim"
"731","Megakaryocyte/erythroid progenitors"
"732","Hematopoietic stem cells_CD133+ CD34dim"
"733","Common myeloid progenitors"
"734","Hematopoietic stem cells_CD133+ CD34dim"
"735","Common myeloid progenitors"
"736","Erythroid_CD34+ CD71+ GlyA-"
"737","Plasmacytoid Dendritic Cells"
"738","Colony Forming Unit-Monocytes"
"739","Myeloid Dendritic Cells"
"740","Early B cells"
"741","Megakaryocyte/erythroid progenitors"
"742","Erythroid_CD34+ CD71+ GlyA-"
"743","Erythroid_CD34+ CD71+ GlyA-"
"744","Erythroid_CD34+ CD71+ GlyA-"
"745","Myeloid Dendritic Cells"
"746","Hematopoietic stem cells_CD133+ CD34dim"
"747","Common myeloid progenitors"
"748","Hematopoietic stem cells_CD133+ CD34dim"
"749","Early B cells"
"750","Erythroid_CD34- CD71+ GlyA+"
"751","Hematopoietic stem cells_CD133+ CD34dim"
"752","Naïve B cells"
"753","Erythroid_CD34+ CD71+ GlyA-"
"754","Hematopoietic stem cells_CD133+ CD34dim"
"755","Plasmacytoid Dendritic Cells"
"756","Erythroid_CD34+ CD71+ GlyA-"
"757","Early B cells"
"758","Hematopoietic stem cells_CD133+ CD34dim"
"759","Hematopoietic stem cells_CD133+ CD34dim"
"760","Common myeloid progenitors"
"761","Hematopoietic stem cells_CD133+ CD34dim"
"762","Hematopoietic stem cells_CD133+ CD34dim"
"763","Hematopoietic stem cells_CD133+ CD34dim"
"764","Plasmacytoid Dendritic Cells"
"765","Hematopoietic stem cells_CD133+ CD34dim"
"766","Common myeloid progenitors"
"767","Erythroid_CD34+ CD71+ GlyA-"
"768","Hematopoietic stem cells_CD133+ CD34dim"
"769","Megakaryocyte/erythroid progenitors"
"770","Hematopoietic stem cells_CD133+ CD34dim"
"771","Common myeloid progenitors"
"772","Early B cells"
"773","Colony Forming Unit-Monocytes"
"774","Erythroid_CD34+ CD71+ GlyA-"
"775","Hematopoietic stem cells_CD133+ CD34dim"
"776","Erythroid_CD34+ CD71+ GlyA-"
"777","Colony Forming Unit-Monocytes"
"778","Hematopoietic stem cells_CD133+ CD34dim"
"779","Hematopoietic stem cells_CD133+ CD34dim"
"780","Erythroid_CD34+ CD71+ GlyA-"
"781","Erythroid_CD34+ CD71+ GlyA-"
"782","Hematopoietic stem cells_CD133+ CD34dim"
"783","Early B cells"
"784","Erythroid_CD34+ CD71+ GlyA-"
"785","Erythroid_CD34+ CD71+ GlyA-"
"786","Colony Forming Unit-Monocytes"
"787","Hematopoietic stem cells_CD133+ CD34dim"
"788","Hematopoietic stem cells_CD133+ CD34dim"
"789","Colony Forming Unit-Monocytes"
"790","Hematopoietic stem cells_CD133+ CD34dim"
"791","Hematopoietic stem cells_CD133+ CD34dim"
"792","Common myeloid progenitors"
"793","Erythroid_CD34- CD71+ GlyA+"
"794","Hematopoietic stem cells_CD133+ CD34dim"
"795","Hematopoietic stem cells_CD133+ CD34dim"
"796","Erythroid_CD34+ CD71+ GlyA-"
"797","Hematopoietic stem cells_CD133+ CD34dim"
"798","Megakaryocyte/erythroid progenitors"
"799","Hematopoietic stem cells_CD133+ CD34dim"
"800","Common myeloid progenitors"
"801","Colony Forming Unit-Monocytes"
"802","Erythroid_CD34- CD71+ GlyA+"
"803","Colony Forming Unit-Monocytes"
"804","Hematopoietic stem cells_CD133+ CD34dim"
"805","Hematopoietic stem cells_CD133+ CD34dim"
"806","Common myeloid progenitors"
"807","Hematopoietic stem cells_CD133+ CD34dim"
"808","Erythroid_CD34+ CD71+ GlyA-"
"809","Common myeloid progenitors"
"810","Myeloid Dendritic Cells"
"811","Hematopoietic stem cells_CD133+ CD34dim"
"812","Erythroid_CD34+ CD71+ GlyA-"
"813","Hematopoietic stem cells_CD133+ CD34dim"
"814","Hematopoietic stem cells_CD133+ CD34dim"
"815","Hematopoietic stem cells_CD133+ CD34dim"
"816","Early B cells"
"817","Hematopoietic stem cells_CD133+ CD34dim"
"818","Hematopoietic stem cells_CD133+ CD34dim"
"819","Common myeloid progenitors"
"820","Common myeloid progenitors"
"821","Hematopoietic stem cells_CD133+ CD34dim"
"822","Megakaryocyte/erythroid progenitors"
"823","Common myeloid progenitors"
"824","Hematopoietic stem cells_CD133+ CD34dim"
"825","Hematopoietic stem cells_CD133+ CD34dim"
"826","Erythroid_CD34+ CD71+ GlyA-"
"827","Hematopoietic stem cells_CD133+ CD34dim"
"828","Myeloid Dendritic Cells"
"829","Hematopoietic stem cells_CD133+ CD34dim"
"830","Hematopoietic stem cells_CD133+ CD34dim"
"831","Hematopoietic stem cells_CD133+ CD34dim"
"832","Common myeloid progenitors"
"833","Hematopoietic stem cells_CD133+ CD34dim"
"834","Plasmacytoid Dendritic Cells"
"835","Erythroid_CD34+ CD71+ GlyA-"
"836","Plasmacytoid Dendritic Cells"
"837","Megakaryocyte/erythroid progenitors"
"838","Erythroid_CD34+ CD71+ GlyA-"
"839","Hematopoietic stem cells_CD133+ CD34dim"
"840","Common myeloid progenitors"
"841","Hematopoietic stem cells_CD133+ CD34dim"
"842","Early B cells"
"843","Colony Forming Unit-Monocytes"
"844","Hematopoietic stem cells_CD133+ CD34dim"
"845","Megakaryocyte/erythroid progenitors"
"846","Common myeloid progenitors"
"847","Hematopoietic stem cells_CD133+ CD34dim"
"848","Hematopoietic stem cells_CD133+ CD34dim"
"849","Plasmacytoid Dendritic Cells"
"850","Hematopoietic stem cells_CD133+ CD34dim"
"851","Common myeloid progenitors"
"852","Erythroid_CD34+ CD71+ GlyA-"
"853","Hematopoietic stem cells_CD133+ CD34dim"
"854","Hematopoietic stem cells_CD133+ CD34dim"
"855","Common myeloid progenitors"
"856","Common myeloid progenitors"
"857","Plasmacytoid Dendritic Cells"
"858","Hematopoietic stem cells_CD133+ CD34dim"
"859","Hematopoietic stem cells_CD133+ CD34dim"
"860","Megakaryocyte/erythroid progenitors"
"861","Plasmacytoid Dendritic Cells"
"862","Hematopoietic stem cells_CD133+ CD34dim"
"863","Erythroid_CD34+ CD71+ GlyA-"
"864","Erythroid_CD34+ CD71+ GlyA-"
"865","Hematopoietic stem cells_CD133+ CD34dim"
"866","Hematopoietic stem cells_CD133+ CD34dim"
"867","Erythroid_CD34+ CD71+ GlyA-"
"868","Hematopoietic stem cells_CD133+ CD34dim"
"869","Granulocyte/monocyte progenitors"
"870","Myeloid Dendritic Cells"
"871","Myeloid Dendritic Cells"
"872","Colony Forming Unit-Monocytes"
"873","Hematopoietic stem cells_CD133+ CD34dim"
"874","Erythroid_CD34+ CD71+ GlyA-"
"875","Early B cells"
"876","Colony Forming Unit-Monocytes"
"877","Erythroid_CD34+ CD71+ GlyA-"
"878","Granulocyte/monocyte progenitors"
"879","Hematopoietic stem cells_CD133+ CD34dim"
"880","Early B cells"
"881","Common myeloid progenitors"
"882","Monocytes"
"883","Megakaryocyte/erythroid progenitors"
"884","Megakaryocyte/erythroid progenitors"
"885","Common myeloid progenitors"
"886","Erythroid_CD34+ CD71+ GlyA-"
"887","Hematopoietic stem cells_CD133+ CD34dim"
"888","Hematopoietic stem cells_CD133+ CD34dim"
"889","Hematopoietic stem cells_CD133+ CD34dim"
"890","Erythroid_CD34+ CD71+ GlyA-"
"891","Megakaryocyte/erythroid progenitors"
"892","Early B cells"
"893","Megakaryocyte/erythroid progenitors"
"894","Hematopoietic stem cells_CD133+ CD34dim"
"895","Erythroid_CD34+ CD71+ GlyA-"
"896","Hematopoietic stem cells_CD133+ CD34dim"
"897","Common myeloid progenitors"
"898","Early B cells"
"899","Erythroid_CD34+ CD71+ GlyA-"
"900","Naïve B cells"
"901","Hematopoietic stem cells_CD133+ CD34dim"
"902","Erythroid_CD34+ CD71+ GlyA-"
"903","Erythroid_CD34- CD71+ GlyA+"
"904","Early B cells"
"905","Hematopoietic stem cells_CD133+ CD34dim"
"906","Colony Forming Unit-Monocytes"
"907","Hematopoietic stem cells_CD133+ CD34dim"
"908","Hematopoietic stem cells_CD133+ CD34dim"
"909","Erythroid_CD34+ CD71+ GlyA-"
"910","Hematopoietic stem cells_CD133+ CD34dim"
"911","Hematopoietic stem cells_CD133+ CD34dim"
"912","Hematopoietic stem cells_CD133+ CD34dim"
"913","Hematopoietic stem cells_CD133+ CD34dim"
"914","Erythroid_CD34+ CD71+ GlyA-"
"915","Hematopoietic stem cells_CD133+ CD34dim"
"916","Colony Forming Unit-Megakaryocytic"
"917","Erythroid_CD34+ CD71+ GlyA-"
"918","Hematopoietic stem cells_CD133+ CD34dim"
"919","Colony Forming Unit-Monocytes"
"920","Hematopoietic stem cells_CD133+ CD34dim"
"921","Hematopoietic stem cells_CD133+ CD34dim"
"922","Granulocyte/monocyte progenitors"
"923","Hematopoietic stem cells_CD133+ CD34dim"
"924","Common myeloid progenitors"
"925","Colony Forming Unit-Monocytes"
"926","Erythroid_CD34- CD71lo GlyA+"
"927","Hematopoietic stem cells_CD133+ CD34dim"
"928","Erythroid_CD34+ CD71+ GlyA-"
"929","Erythroid_CD34+ CD71+ GlyA-"
"930","Early B cells"
"931","Megakaryocyte/erythroid progenitors"
"932","Plasmacytoid Dendritic Cells"
"933","Hematopoietic stem cells_CD133+ CD34dim"
"934","Hematopoietic stem cells_CD133+ CD34dim"
"935","Erythroid_CD34+ CD71+ GlyA-"
"936","Naïve B cells"
"937","Hematopoietic stem cells_CD133+ CD34dim"
"938","Hematopoietic stem cells_CD133+ CD34dim"
"939","Hematopoietic stem cells_CD133+ CD34dim"
"940","Early B cells"
"941","Common myeloid progenitors"
"942","Hematopoietic stem cells_CD133+ CD34dim"
"943","Early B cells"
"944","Erythroid_CD34+ CD71+ GlyA-"
"945","Erythroid_CD34+ CD71+ GlyA-"
"946","Erythroid_CD34+ CD71+ GlyA-"
"947","Hematopoietic stem cells_CD133+ CD34dim"
"948","Hematopoietic stem cells_CD133+ CD34dim"
"949","Common myeloid progenitors"
"950","Plasmacytoid Dendritic Cells"
"951","Common myeloid progenitors"
"952","Hematopoietic stem cells_CD133+ CD34dim"
"953","Hematopoietic stem cells_CD133+ CD34dim"
"954","Hematopoietic stem cells_CD133+ CD34dim"
"955","Erythroid_CD34+ CD71+ GlyA-"
"956","Erythroid_CD34+ CD71+ GlyA-"
"957","Hematopoietic stem cells_CD133+ CD34dim"
"958","Monocytes"
"959","Erythroid_CD34+ CD71+ GlyA-"
"960","Hematopoietic stem cells_CD133+ CD34dim"
"961","Hematopoietic stem cells_CD133+ CD34dim"
"962","Hematopoietic stem cells_CD133+ CD34dim"
"963","Early B cells"
"964","Hematopoietic stem cells_CD133+ CD34dim"
"965","Erythroid_CD34+ CD71+ GlyA-"
"966","Erythroid_CD34+ CD71+ GlyA-"
"967","Hematopoietic stem cells_CD133+ CD34dim"
"968","Common myeloid progenitors"
"969","Erythroid_CD34+ CD71+ GlyA-"
"970","Erythroid_CD34+ CD71+ GlyA-"
"971","Hematopoietic stem cells_CD133+ CD34dim"
"972","Hematopoietic stem cells_CD133+ CD34dim"
"973","Hematopoietic stem cells_CD133+ CD34dim"
"974","Hematopoietic stem cells_CD133+ CD34dim"
"975","Common myeloid progenitors"
"976","Hematopoietic stem cells_CD133+ CD34dim"
"977","Common myeloid progenitors"
"978","Early B cells"
"979","Common myeloid progenitors"
"980","Plasmacytoid Dendritic Cells"
"981","Early B cells"
"982","Hematopoietic stem cells_CD133+ CD34dim"
"983","Hematopoietic stem cells_CD133+ CD34dim"
"984","Common myeloid progenitors"
"985","Hematopoietic stem cells_CD133+ CD34dim"
"986","Hematopoietic stem cells_CD133+ CD34dim"
"987","Megakaryocyte/erythroid progenitors"
"988","Megakaryocyte/erythroid progenitors"
"989","Hematopoietic stem cells_CD133+ CD34dim"
"990","Hematopoietic stem cells_CD133+ CD34dim"
"991","Hematopoietic stem cells_CD133+ CD34dim"
"992","Common myeloid progenitors"
"993","Common myeloid progenitors"
"994","Hematopoietic stem cells_CD133+ CD34dim"
"995","Early B cells"
"996","Hematopoietic stem cells_CD133+ CD34dim"
"997","Hematopoietic stem cells_CD133+ CD34dim"
"998","Myeloid Dendritic Cells"
"999","Hematopoietic stem cells_CD133+ CD34dim"
"1000","Erythroid_CD34- CD71+ GlyA+"
"1001","Hematopoietic stem cells_CD133+ CD34dim"
"1002","Hematopoietic stem cells_CD133+ CD34dim"
"1003","Common myeloid progenitors"
"1004","Common myeloid progenitors"
"1005","Erythroid_CD34+ CD71+ GlyA-"
"1006","Common myeloid progenitors"
"1007","Erythroid_CD34+ CD71+ GlyA-"
"1008","Myeloid Dendritic Cells"
"1009","Hematopoietic stem cells_CD133+ CD34dim"
"1010","Hematopoietic stem cells_CD133+ CD34dim"
"1011","Colony Forming Unit-Monocytes"
"1012","Myeloid Dendritic Cells"
"1013","Erythroid_CD34- CD71+ GlyA+"
"1014","Hematopoietic stem cells_CD133+ CD34dim"
"1015","Hematopoietic stem cells_CD133+ CD34dim"
"1016","Erythroid_CD34+ CD71+ GlyA-"
"1017","Hematopoietic stem cells_CD133+ CD34dim"
"1018","Hematopoietic stem cells_CD133+ CD34dim"
"1019","Hematopoietic stem cells_CD133+ CD34dim"
"1020","Common myeloid progenitors"
"1021","Erythroid_CD34+ CD71+ GlyA-"
"1022","Colony Forming Unit-Monocytes"
"1023","Hematopoietic stem cells_CD133+ CD34dim"
"1024","Hematopoietic stem cells_CD133+ CD34dim"
"1025","Hematopoietic stem cells_CD133+ CD34dim"
"1026","Hematopoietic stem cells_CD133+ CD34dim"
"1027","Hematopoietic stem cells_CD133+ CD34dim"
"1028","Hematopoietic stem cells_CD133+ CD34dim"
"1029","Hematopoietic stem cells_CD133+ CD34dim"
"1030","Erythroid_CD34+ CD71+ GlyA-"
"1031","Myeloid Dendritic Cells"
"1032","Hematopoietic stem cells_CD133+ CD34dim"
"1033","Erythroid_CD34+ CD71+ GlyA-"
"1034","Colony Forming Unit-Monocytes"
"1035","Colony Forming Unit-Monocytes"
"1036","Hematopoietic stem cells_CD133+ CD34dim"
"1037","Common myeloid progenitors"
"1038","Hematopoietic stem cells_CD133+ CD34dim"
"1039","Common myeloid progenitors"
"1040","Common myeloid progenitors"
"1041","Hematopoietic stem cells_CD133+ CD34dim"
"1042","Hematopoietic stem cells_CD133+ CD34dim"
"1043","Hematopoietic stem cells_CD133+ CD34dim"
"1044","Hematopoietic stem cells_CD133+ CD34dim"
"1045","Hematopoietic stem cells_CD133+ CD34dim"
"1046","Common myeloid progenitors"
"1047","Early B cells"
"1048","Hematopoietic stem cells_CD133+ CD34dim"
"1049","Hematopoietic stem cells_CD133+ CD34dim"
"1050","Hematopoietic stem cells_CD133+ CD34dim"
"1051","Hematopoietic stem cells_CD133+ CD34dim"
"1052","Hematopoietic stem cells_CD133+ CD34dim"
"1053","Early B cells"
"1054","Hematopoietic stem cells_CD133+ CD34dim"
"1055","Erythroid_CD34+ CD71+ GlyA-"
"1056","Common myeloid progenitors"
"1057","Early B cells"
"1058","Hematopoietic stem cells_CD133+ CD34dim"
"1059","Hematopoietic stem cells_CD133+ CD34dim"
"1060","Early B cells"
"1061","Common myeloid progenitors"
"1062","Hematopoietic stem cells_CD133+ CD34dim"
"1063","Hematopoietic stem cells_CD133+ CD34dim"
"1064","Hematopoietic stem cells_CD133+ CD34dim"
"1065","Colony Forming Unit-Monocytes"
"1066","Hematopoietic stem cells_CD133+ CD34dim"
"1067","Hematopoietic stem cells_CD133+ CD34dim"
"1068","Early B cells"
"1069","Early B cells"
"1070","Common myeloid progenitors"
"1071","Common myeloid progenitors"
"1072","Erythroid_CD34+ CD71+ GlyA-"
"1073","Hematopoietic stem cells_CD133+ CD34dim"
"1074","Common myeloid progenitors"
"1075","Hematopoietic stem cells_CD133+ CD34dim"
"1076","Erythroid_CD34+ CD71+ GlyA-"
"1077","Megakaryocyte/erythroid progenitors"
"1078","Hematopoietic stem cells_CD133+ CD34dim"
"1079","Hematopoietic stem cells_CD133+ CD34dim"
"1080","Hematopoietic stem cells_CD133+ CD34dim"
"1081","Hematopoietic stem cells_CD133+ CD34dim"
"1082","Hematopoietic stem cells_CD133+ CD34dim"
"1083","Hematopoietic stem cells_CD133+ CD34dim"
"1084","Erythroid_CD34+ CD71+ GlyA-"
"1085","Hematopoietic stem cells_CD133+ CD34dim"
"1086","Erythroid_CD34+ CD71+ GlyA-"
"1087","Erythroid_CD34+ CD71+ GlyA-"
"1088","Common myeloid progenitors"
"1089","Erythroid_CD34+ CD71+ GlyA-"
"1090","Common myeloid progenitors"
"1091","Hematopoietic stem cells_CD133+ CD34dim"
"1092","Hematopoietic stem cells_CD133+ CD34dim"
"1093","Hematopoietic stem cells_CD133+ CD34dim"
"1094","Common myeloid progenitors"
"1095","Common myeloid progenitors"
"1096","Hematopoietic stem cells_CD133+ CD34dim"
"1097","Hematopoietic stem cells_CD133+ CD34dim"
"1098","Erythroid_CD34+ CD71+ GlyA-"
"1099","Erythroid_CD34+ CD71+ GlyA-"
"1100","Hematopoietic stem cells_CD133+ CD34dim"
"1101","Granulocyte/monocyte progenitors"
"1102","Common myeloid progenitors"
"1103","Hematopoietic stem cells_CD133+ CD34dim"
"1104","Common myeloid progenitors"
"1105","Hematopoietic stem cells_CD133+ CD34dim"
"1106","Hematopoietic stem cells_CD133+ CD34dim"
"1107","Hematopoietic stem cells_CD133+ CD34dim"
"1108","Megakaryocyte/erythroid progenitors"
"1109","Hematopoietic stem cells_CD133+ CD34dim"
"1110","Common myeloid progenitors"
"1111","Erythroid_CD34+ CD71+ GlyA-"
"1112","Common myeloid progenitors"
"1113","Common myeloid progenitors"
"1114","Erythroid_CD34+ CD71+ GlyA-"
"1115","Erythroid_CD34+ CD71+ GlyA-"
"1116","Common myeloid progenitors"
"1117","Plasmacytoid Dendritic Cells"
"1118","Hematopoietic stem cells_CD133+ CD34dim"
"1119","Hematopoietic stem cells_CD133+ CD34dim"
"1120","Hematopoietic stem cells_CD133+ CD34dim"
"1121","Common myeloid progenitors"
"1122","Megakaryocyte/erythroid progenitors"
